baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,unique_ID,NCBI.ID,Description,unique_to_sorghum,diffexpressed
25.09675544,2.174221984,0.510574887,4.258380194,2.06E-05,0.000895023,"XM_002467876.2~Sobic.001G383900.1~uncharacterized LOC8083674 (LOC8083674), mRNA",XM_002467876.2,"uncharacterized LOC8083674 (LOC8083674), mRNA",0.7,UP
6.101131225,3.525357837,1.147078661,3.073335733,0.002116802,0.043551761,"XM_021464555.1~Sobic.001G078000.2~uncharacterized LOC8083970 (LOC8083970), transcript variant X2, mRNA",XM_021464555.1,"uncharacterized LOC8083970 (LOC8083970), transcript variant X2, mRNA",0.7,UP
24.0156093,1.801178267,0.592883887,3.037994973,0.002381579,0.047554398,"XM_021457687.1~Sobic.003G108000.1~uncharacterized LOC8085057 (LOC8085057), mRNA",XM_021457687.1,"uncharacterized LOC8085057 (LOC8085057), mRNA",0.7,UP
211.4009887,0.690643055,0.201756774,3.423146806,0.000619006,0.016160349,"XM_002455309.2~Sobic.003G108200.1~uncharacterized LOC8085059 (LOC8085059), mRNA",XM_002455309.2,"uncharacterized LOC8085059 (LOC8085059), mRNA",0.7,UP
4.245355571,5.562960531,1.626195451,3.420843741,0.000624272,0.01627223,"XM_002456509.2~Sobic.003G339200.1~uncharacterized LOC8085404 (LOC8085404), mRNA",XM_002456509.2,"uncharacterized LOC8085404 (LOC8085404), mRNA",0.7,UP
32.37907352,1.425814806,0.382261802,3.729943192,0.000191523,0.006057232,"XM_002466454.2~Sobic.001G098800.1~uncharacterized LOC8085975 (LOC8085975), mRNA",XM_002466454.2,"uncharacterized LOC8085975 (LOC8085975), mRNA",0.7,UP
9.134499702,3.356179492,0.954020648,3.517931713,0.000434924,0.011956097,"XM_002461443.2~Sobic.002G040300.1~uncharacterized LOC8086433 (LOC8086433), mRNA",XM_002461443.2,"uncharacterized LOC8086433 (LOC8086433), mRNA",0.7,UP
31.09674079,1.742756522,0.422167629,4.128114999,3.66E-05,0.001500357,"XM_002445591.2~Sobic.007G157300.1~uncharacterized protein At2g34460, chloroplastic (LOC8083545), mRNA",XM_002445591.2,"uncharacterized protein At2g34460, chloroplastic (LOC8083545), mRNA",0.7,UP
399.7591163,0.656856186,0.203699567,3.224632207,0.001261346,0.028689574,"XM_002456801.2~Sobic.003G404200.1~uncharacterized protein At3g27210 (LOC8059366), mRNA",XM_002456801.2,"uncharacterized protein At3g27210 (LOC8059366), mRNA",0.7,UP
11.97755081,2.509804919,0.687473819,3.650764365,0.000261461,0.007893271,"XM_021447882.1~Sobic.009G133700.1~uncharacterized protein At4g15545 (LOC8076937), mRNA",XM_021447882.1,"uncharacterized protein At4g15545 (LOC8076937), mRNA",0.7,UP
82.54580678,1.175638835,0.371207472,3.167066729,0.00153985,0.03368599,"XM_002462583.2~Sobic.002G257100.1~uncharacterized protein At4g15970 (LOC8054780), mRNA",XM_002462583.2,"uncharacterized protein At4g15970 (LOC8054780), mRNA",0.7,UP
184.3185565,0.64280975,0.201673611,3.187376604,0.001435697,0.031869403,"XM_002464011.2~Sobic.001G130400.1~uncharacterized protein At5g01610 (LOC8062965), mRNA",XM_002464011.2,"uncharacterized protein At5g01610 (LOC8062965), mRNA",0.7,UP
12.44730701,1.921442528,0.612150524,3.138839965,0.001696181,0.036528381,"XM_002439088.2~Sobic.009G010900.1~uncharacterized protein At5g02240 (LOC8068663), transcript variant X1, mRNA",XM_002439088.2,"uncharacterized protein At5g02240 (LOC8068663), transcript variant X1, mRNA",0.7,UP
89.69109635,0.974913941,0.269724284,3.614483384,0.000300947,0.008766537,"XM_021450944.1~Sobic.001G033100.1~uncharacterized protein At5g02240-like (LOC110431665), mRNA",XM_021450944.1,"uncharacterized protein At5g02240-like (LOC110431665), mRNA",0.7,UP
34.59161832,2.495779304,0.441206662,5.656712643,1.54E-08,1.62E-06,"XM_002447246.2~Sobic.006G258600.1~uncharacterized protein At5g50100, mitochondrial (LOC8082574), mRNA",XM_002447246.2,"uncharacterized protein At5g50100, mitochondrial (LOC8082574), mRNA",0.7,UP
96.7627651,2.312646086,0.499978993,4.625486511,3.74E-06,0.00020823,"XM_002452285.2~Sobic.004G189800.1~uncharacterized protein sll1770 (LOC8070393), mRNA",XM_002452285.2,"uncharacterized protein sll1770 (LOC8070393), mRNA",0.7,UP
19.73612734,2.522835954,0.585156579,4.311386124,1.62E-05,0.000740038,"XM_002444561.2~Sobic.007G173800.1~uncharacterized protein ycf39 (LOC8058013), mRNA",XM_002444561.2,"uncharacterized protein ycf39 (LOC8058013), mRNA",0.7,UP
24.98628028,1.364093416,0.438639428,3.109828551,0.00187196,0.039594928,"XM_002467408.2~Sobic.001G289500.1~uncharacterized sugar kinase slr0537 (LOC8055153), mRNA",XM_002467408.2,"uncharacterized sugar kinase slr0537 (LOC8055153), mRNA",0.7,UP
776.732551,1.087927399,0.29209186,3.724607048,0.00019562,0.006175037,"XM_002455757.2~Sobic.003G190100.1~vacuolar-processing enzyme (LOC8078601), mRNA",XM_002455757.2,"vacuolar-processing enzyme (LOC8078601), mRNA",0.7,UP
75.03494393,2.907190914,0.436810281,6.655500197,2.82E-11,4.74E-09,"XM_002462365.2~Sobic.002G207700.1~WAT1-related protein At4g30420 (LOC8060278), mRNA",XM_002462365.2,"WAT1-related protein At4g30420 (LOC8060278), mRNA",0.7,UP
65.29827852,2.31501971,0.356375889,6.496005436,8.25E-11,1.28E-08,"XM_021462362.1~Sobic.006G097500.1~zeaxanthin epoxidase, chloroplastic (LOC110436123), transcript variant X2, mRNA",XM_021462362.1,"zeaxanthin epoxidase, chloroplastic (LOC110436123), transcript variant X2, mRNA",0.7,UP
45.51919232,-0.985590541,0.320415253,-3.075978852,0.002098127,0.043329981,"XM_021464900.1~Sobic.007G065100.3~5'-3' exoribonuclease 3 (LOC8071116), transcript variant X1, mRNA",XM_021464900.1,"5'-3' exoribonuclease 3 (LOC8071116), transcript variant X1, mRNA",1,DOWN
23.22304081,-2.024832206,0.545878215,-3.709311254,0.000207824,0.006474121,"XM_021463998.1~Sobic.006G012800.2~acyl-coenzyme A oxidase 4, peroxisomal (LOC8065986), transcript variant X1, mRNA",XM_021463998.1,"acyl-coenzyme A oxidase 4, peroxisomal (LOC8065986), transcript variant X1, mRNA",1,DOWN
123.5021972,-1.049927923,0.246110322,-4.266086499,1.99E-05,0.000869227,"XM_002446709.2~Sobic.006G138800.1~adenine phosphoribosyltransferase 2 (LOC8075898), transcript variant X1, mRNA",XM_002446709.2,"adenine phosphoribosyltransferase 2 (LOC8075898), transcript variant X1, mRNA",1,DOWN
326.4470869,-1.13726187,0.2174065,-5.231038959,1.69E-07,1.44E-05,"XM_002462406.2~Sobic.002G215700.1~aldehyde dehydrogenase family 7 member A1 (LOC8080995), mRNA",XM_002462406.2,"aldehyde dehydrogenase family 7 member A1 (LOC8080995), mRNA",1,DOWN
144.0425634,-0.959599568,0.27339319,-3.509961483,0.000448172,0.012239213,"XM_002452889.2~Sobic.004G321800.1~alpha-aminoadipic semialdehyde synthase (LOC8081954), transcript variant X1, mRNA",XM_002452889.2,"alpha-aminoadipic semialdehyde synthase (LOC8081954), transcript variant X1, mRNA",1,DOWN
219.5367594,-0.716989438,0.224139837,-3.198848759,0.001379775,0.030959175,"XM_021460248.1~Sobic.004G321800.2~alpha-aminoadipic semialdehyde synthase (LOC8081954), transcript variant X2, mRNA",XM_021460248.1,"alpha-aminoadipic semialdehyde synthase (LOC8081954), transcript variant X2, mRNA",1,DOWN
11.12056163,-2.473490187,0.685278955,-3.609464685,0.00030683,0.008891095,"XM_002460067.2~Sobic.002G180800.1~aminopeptidase M1-C (LOC8054615), mRNA",XM_002460067.2,"aminopeptidase M1-C (LOC8054615), mRNA",1,DOWN
12.69797746,-2.869505567,0.927051233,-3.095304189,0.001966111,0.041063288,"XM_002463691.2~Sobic.001G056100.1~auxin-responsive protein IAA14 (LOC8061165), mRNA",XM_002463691.2,"auxin-responsive protein IAA14 (LOC8061165), mRNA",1,DOWN
1955.160242,-0.645712043,0.180007834,-3.587133016,0.000334334,0.009517899,"XM_002451225.2~Sobic.005G215900.1~Bowman-Birk type trypsin inhibitor (LOC8085982), mRNA",XM_002451225.2,"Bowman-Birk type trypsin inhibitor (LOC8085982), mRNA",1,DOWN
1199.42128,-1.192229567,0.352770889,-3.379614377,0.000725876,0.01826128,"XM_021460880.1~Sobic.005G216000.1~Bowman-Birk type trypsin inhibitor-like (LOC110435382), mRNA",XM_021460880.1,"Bowman-Birk type trypsin inhibitor-like (LOC110435382), mRNA",1,DOWN
70.51458789,-1.917467212,0.441734708,-4.34076648,1.42E-05,0.000658441,"XM_002457398.2~Sobic.003G088400.1~Bowman-Birk type wound-induced proteinase inhibitor WIP1 (LOC8070399), mRNA",XM_002457398.2,"Bowman-Birk type wound-induced proteinase inhibitor WIP1 (LOC8070399), mRNA",1,DOWN
4976.584727,-1.436422701,0.383317036,-3.747348972,0.000178713,0.005750692,"XM_021457487.1~Sobic.003G085300.1~Bowman-Birk type wound-induced proteinase inhibitor WIP1 (LOC8073354), mRNA",XM_021457487.1,"Bowman-Birk type wound-induced proteinase inhibitor WIP1 (LOC8073354), mRNA",1,DOWN
192.1752222,-1.36904818,0.293510663,-4.664389931,3.10E-06,0.000179077,"XM_002445357.2~Sobic.007G109900.1~bZIP transcription factor 11 (LOC8069893), mRNA",XM_002445357.2,"bZIP transcription factor 11 (LOC8069893), mRNA",1,DOWN
35.07974668,-1.805023765,0.431386783,-4.184235204,2.86E-05,0.001205803,"XM_002463962.2~Sobic.001G119000.1~chemocyanin (LOC8063398), mRNA",XM_002463962.2,"chemocyanin (LOC8063398), mRNA",1,DOWN
424.110728,-1.096526636,0.255532367,-4.291145769,1.78E-05,0.000804202,"XM_002447991.2~Sobic.006G119200.1~copper methylamine oxidase (LOC8073581), mRNA",XM_002447991.2,"copper methylamine oxidase (LOC8073581), mRNA",1,DOWN
56.0799289,-0.92419584,0.301465129,-3.065680738,0.002171751,0.044408558,"XM_002441504.2~Sobic.009G239500.1~CTP synthase (LOC8083780), mRNA",XM_002441504.2,"CTP synthase (LOC8083780), mRNA",1,DOWN
12.30779859,-3.010664537,0.758629856,-3.968555299,7.23E-05,0.002644559,"XM_021462247.1~Sobic.006G128900.1~cyclin-dependent kinase G-2 (LOC110436093), transcript variant X4, mRNA",XM_021462247.1,"cyclin-dependent kinase G-2 (LOC110436093), transcript variant X4, mRNA",1,DOWN
38.8752264,-1.428557485,0.346130375,-4.127223696,3.67E-05,0.001500357,"XM_002458347.2~Sobic.003G275300.1~cytidine deaminase 1 (LOC8069781), mRNA",XM_002458347.2,"cytidine deaminase 1 (LOC8069781), mRNA",1,DOWN
70.01330172,-0.882939623,0.266708268,-3.310507132,0.000931271,0.022520529,"XM_002443412.2~Sobic.008G147700.3~cytoplasmic tRNA 2-thiolation protein 2 (LOC8074299), mRNA",XM_002443412.2,"cytoplasmic tRNA 2-thiolation protein 2 (LOC8074299), mRNA",1,DOWN
23.19865794,-1.891344324,0.508405881,-3.720146434,0.000199107,0.006249485,"XM_002456108.2~Sobic.003G259200.1~D-glycerate 3-kinase, chloroplastic (LOC8061877), mRNA",XM_002456108.2,"D-glycerate 3-kinase, chloroplastic (LOC8061877), mRNA",1,DOWN
309.7301675,-0.713869779,0.199047402,-3.586431035,0.000335235,0.009517899,"XM_002454495.2~Sobic.004G295800.1~dnaJ protein homolog (LOC8073959), mRNA",XM_002454495.2,"dnaJ protein homolog (LOC8073959), mRNA",1,DOWN
106.5459006,-0.779536287,0.238911916,-3.262860641,0.001102937,0.025756924,"XM_021451881.1~Sobic.001G023200.1~electron transfer flavoprotein subunit alpha, mitochondrial (LOC110431987), mRNA",XM_021451881.1,"electron transfer flavoprotein subunit alpha, mitochondrial (LOC110431987), mRNA",1,DOWN
126.8824933,-1.053685856,0.316271045,-3.331591278,0.00086351,0.021084877,"XM_002448059.2~Sobic.006G132100.2~endochitinase A (LOC8073715), mRNA",XM_002448059.2,"endochitinase A (LOC8073715), mRNA",1,DOWN
950.796455,-1.21979722,0.250636766,-4.86679284,1.13E-06,7.79E-05,"XM_021457463.1~Sobic.003G087200.1~endonuclease 2-like (LOC110434010), mRNA",XM_021457463.1,"endonuclease 2-like (LOC110434010), mRNA",1,DOWN
29.86748067,-2.463935887,0.726698167,-3.390590481,0.000697422,0.017691636,"XM_002466815.2~Sobic.001G176600.1~ent-cassadiene C2-hydroxylase (LOC8062991), mRNA",XM_002466815.2,"ent-cassadiene C2-hydroxylase (LOC8062991), mRNA",1,DOWN
11.66403644,-2.239873541,0.657756707,-3.405322239,0.00066086,0.017012284,"XM_021455901.1~Sobic.001G025300.2~epoxide hydrolase A-like (LOC110433542), mRNA",XM_021455901.1,"epoxide hydrolase A-like (LOC110433542), mRNA",1,DOWN
14.7598037,-2.374908403,0.721959449,-3.289531574,0.001003543,0.023872246,"XM_002446313.2~Sobic.006G058732.1~ethylene-responsive transcription factor ERF115 (LOC8070848), transcript variant X2, mRNA",XM_002446313.2,"ethylene-responsive transcription factor ERF115 (LOC8070848), transcript variant X2, mRNA",1,DOWN
10.83993078,-5.869863507,1.764964326,-3.325768924,0.00088175,0.021404351,"XM_021465446.1~Sobic.007G170700.2~fatty acyl-CoA reductase 1 (LOC8057990), transcript variant X2, mRNA",XM_021465446.1,"fatty acyl-CoA reductase 1 (LOC8057990), transcript variant X2, mRNA",1,DOWN
14.92777307,-2.168361011,0.60533141,-3.582105561,0.000340836,0.009657408,"XM_002454673.2~Sobic.004G332800.1~F-box/LRR-repeat protein 14 (LOC8056395), transcript variant X1, mRNA",XM_002454673.2,"F-box/LRR-repeat protein 14 (LOC8056395), transcript variant X1, mRNA",1,DOWN
168.8485577,-1.150422407,0.354898476,-3.241553525,0.001188801,0.027301318,"XM_002462923.2~Sobic.002G328300.1~glucan endo-1,3-beta-glucosidase 13 (LOC8084082), transcript variant X1, mRNA",XM_002462923.2,"glucan endo-1,3-beta-glucosidase 13 (LOC8084082), transcript variant X1, mRNA",1,DOWN
19.93512679,-1.415430282,0.457038279,-3.096962218,0.001955148,0.040988985,"XM_002466647.2~Sobic.001G142200.1~glucan endo-1,3-beta-glucosidase 7 (LOC8054194), transcript variant X1, mRNA",XM_002466647.2,"glucan endo-1,3-beta-glucosidase 7 (LOC8054194), transcript variant X1, mRNA",1,DOWN
73.44769647,-1.017908573,0.33511735,-3.037469029,0.002385739,0.047554398,"XM_002462095.2~Sobic.002G160400.1~glucose-1-phosphate adenylyltransferase small subunit, chloroplastic/amyloplastic (LOC8064663), mRNA",XM_002462095.2,"glucose-1-phosphate adenylyltransferase small subunit, chloroplastic/amyloplastic (LOC8064663), mRNA",1,DOWN
21.21479839,-4.308360941,0.936052857,-4.602689802,4.17E-06,0.000230067,"XM_002462905.2~Sobic.002G324000.1~isocitrate lyase (LOC8084064), mRNA",XM_002462905.2,"isocitrate lyase (LOC8084064), mRNA",1,DOWN
216.0235715,-2.275964753,0.68841402,-3.306098783,0.000946047,0.022732517,"XM_002442052.2~Sobic.008G090800.1~laccase-25 (LOC8086173), transcript variant X2, mRNA",XM_002442052.2,"laccase-25 (LOC8086173), transcript variant X2, mRNA",1,DOWN
71.43329589,-1.177671723,0.293622932,-4.010830204,6.05E-05,0.002257607,"XM_002453240.2~Sobic.004G037900.1~L-arabinokinase (LOC8069954), mRNA",XM_002453240.2,"L-arabinokinase (LOC8069954), mRNA",1,DOWN
8.012128454,-2.522962608,0.79190449,-3.185943053,0.00144283,0.031907879,"XM_021452996.1~Sobic.002G409500.1~lipase (LOC8074416), transcript variant X3, mRNA",XM_021452996.1,"lipase (LOC8074416), transcript variant X3, mRNA",1,DOWN
42.72038818,-1.207794556,0.361708957,-3.33913367,0.000840401,0.020611552,"XM_002457692.2~Sobic.003G145900.1~lysophospholipid acyltransferase LPEAT1 (LOC8079386), mRNA",XM_002457692.2,"lysophospholipid acyltransferase LPEAT1 (LOC8079386), mRNA",1,DOWN
101.9681,-0.98017913,0.222899113,-4.397411537,1.10E-05,0.000531572,"XM_021456981.1~Sobic.003G229400.1~mitogen-activated protein kinase 10 (LOC110433910), mRNA",XM_021456981.1,"mitogen-activated protein kinase 10 (LOC110433910), mRNA",1,DOWN
425.5994282,-0.828434391,0.162141204,-5.109339096,3.23E-07,2.61E-05,"XM_002464129.2~Sobic.001G156100.1~ornithine aminotransferase, mitochondrial (LOC8062211), mRNA",XM_002464129.2,"ornithine aminotransferase, mitochondrial (LOC8062211), mRNA",1,DOWN
24.41352763,-8.02586001,1.415016051,-5.671921532,1.41E-08,1.51E-06,"XM_002448775.2~Sobic.006G277500.1~peroxidase 12 (LOC8076510), mRNA",XM_002448775.2,"peroxidase 12 (LOC8076510), mRNA",1,DOWN
184.9504738,-1.240162234,0.39887911,-3.109118031,0.001876467,0.039639777,"XM_002441658.2~Sobic.008G010500.1~peroxidase 4 (LOC8071397), mRNA",XM_002441658.2,"peroxidase 4 (LOC8071397), mRNA",1,DOWN
5.015571813,-5.742901104,1.737546825,-3.305177749,0.000949162,0.022774398,"XM_021447140.1~Sobic.009G000500.1~peroxisomal membrane protein PEX14-like (LOC110430123), transcript variant X3, mRNA",XM_021447140.1,"peroxisomal membrane protein PEX14-like (LOC110430123), transcript variant X3, mRNA",1,DOWN
43.54982194,-2.437003725,0.582816379,-4.181426285,2.90E-05,0.001214634,"XM_002459295.2~Sobic.002G032700.1~photosystem II 10 kDa polypeptide, chloroplastic (LOC8079922), mRNA",XM_002459295.2,"photosystem II 10 kDa polypeptide, chloroplastic (LOC8079922), mRNA",1,DOWN
810.2080167,-1.021499251,0.273310784,-3.73750071,0.000185859,0.005934607,"XM_021447932.1~Sobic.001G111500.1~phytochrome a (LOC8059991), mRNA",XM_021447932.1,"phytochrome a (LOC8059991), mRNA",1,DOWN
37.73058465,-1.536286243,0.435543556,-3.527284977,0.000419845,0.011599168,"XM_021446618.1~Sobic.001G183700.1~potassium transporter 21 (LOC8065633), mRNA",XM_021446618.1,"potassium transporter 21 (LOC8065633), mRNA",1,DOWN
20.37937673,-2.077186765,0.519858714,-3.995675576,6.45E-05,0.002382157,"XM_021452958.1~Sobic.002G096000.4~primary amine oxidase 2-like (LOC110432474), mRNA",XM_021452958.1,"primary amine oxidase 2-like (LOC110432474), mRNA",1,DOWN
19.24865096,-2.313301927,0.723456793,-3.197567498,0.00138592,0.031013222,"XM_002456540.2~Sobic.003G345100.1~probable 2-oxoglutarate-dependent dioxygenase At3g111800 (LOC8057750), mRNA",XM_002456540.2,"probable 2-oxoglutarate-dependent dioxygenase At3g111800 (LOC8057750), mRNA",1,DOWN
84.32796614,-1.007571808,0.318617847,-3.16232068,0.001565171,0.034105117,"XM_002461231.2~Sobic.002G429700.1~probable AMP deaminase (LOC8084990), mRNA",XM_002461231.2,"probable AMP deaminase (LOC8084990), mRNA",1,DOWN
287.5208022,-1.254984685,0.24243165,-5.176653641,2.26E-07,1.88E-05,"XM_002451509.2~Sobic.004G042100.1~probable E3 ubiquitin-protein ligase HIP1 (LOC8074641), transcript variant X2, mRNA",XM_002451509.2,"probable E3 ubiquitin-protein ligase HIP1 (LOC8074641), transcript variant X2, mRNA",1,DOWN
50.35814293,-0.97495959,0.291903508,-3.340006419,0.000837765,0.020594136,"XM_002446310.2~Sobic.006G058600.1~protein MEI2-like 4 (LOC8072031), transcript variant X1, mRNA",XM_002446310.2,"protein MEI2-like 4 (LOC8072031), transcript variant X1, mRNA",1,DOWN
43.44098961,-1.352644783,0.321454312,-4.207891236,2.58E-05,0.001094611,"XM_002453234.2~Sobic.004G036500.1~protein PHOSPHATE STARVATION RESPONSE 3 (LOC8062821), mRNA",XM_002453234.2,"protein PHOSPHATE STARVATION RESPONSE 3 (LOC8062821), mRNA",1,DOWN
32.75276991,-1.43829081,0.381571783,-3.769384614,0.000163651,0.005317522,"XM_021450647.1~Sobic.001G150650.1~protein PHR1-LIKE 3-like (LOC110431541), transcript variant X2, mRNA",XM_021450647.1,"protein PHR1-LIKE 3-like (LOC110431541), transcript variant X2, mRNA",1,DOWN
22.905243,-1.403417015,0.4344703,-3.230179407,0.001237126,0.028254792,"XM_021450653.1~Sobic.001G150650.1~protein PHR1-LIKE 3-like (LOC110431541), transcript variant X4, mRNA",XM_021450653.1,"protein PHR1-LIKE 3-like (LOC110431541), transcript variant X4, mRNA",1,DOWN
66.16237712,-1.401528522,0.27600776,-5.077859124,3.82E-07,2.99E-05,"XM_021450659.1~Sobic.001G150650.1~protein PHR1-LIKE 3-like (LOC110431541), transcript variant X5, mRNA",XM_021450659.1,"protein PHR1-LIKE 3-like (LOC110431541), transcript variant X5, mRNA",1,DOWN
80.46727071,-1.013834387,0.306262159,-3.310348205,0.0009318,0.022520529,"XM_002466398.2~Sobic.001G087400.1~protein PYRICULARIA ORYZAE RESISTANCE 21 (LOC8086234), transcript variant X1, mRNA",XM_002466398.2,"protein PYRICULARIA ORYZAE RESISTANCE 21 (LOC8086234), transcript variant X1, mRNA",1,DOWN
2407.955075,-1.950392791,0.388642944,-5.018469584,5.21E-07,3.90E-05,"XM_002457541.2~Sobic.003G117000.1~protein SENESCENCE-ASSOCIATED GENE 21, mitochondrial (LOC8085808), mRNA",XM_002457541.2,"protein SENESCENCE-ASSOCIATED GENE 21, mitochondrial (LOC8085808), mRNA",1,DOWN
61.83983787,-1.671938666,0.295767407,-5.6528834,1.58E-08,1.65E-06,"XM_002453338.2~Sobic.004G060900.1~protein STRUBBELIG-RECEPTOR FAMILY 3 (LOC8076132), transcript variant X1, mRNA",XM_002453338.2,"protein STRUBBELIG-RECEPTOR FAMILY 3 (LOC8076132), transcript variant X1, mRNA",1,DOWN
288.2038671,-0.685030886,0.187787078,-3.64791281,0.000264379,0.007938073,"XM_002465856.2~Sobic.001G512800.1~putative aconitate hydratase, cytoplasmic (LOC8057404), mRNA",XM_002465856.2,"putative aconitate hydratase, cytoplasmic (LOC8057404), mRNA",1,DOWN
851.419682,-0.927379802,0.267254756,-3.470021694,0.000520416,0.013764483,"XM_002445129.2~Sobic.007G068100.1~putative aconitate hydratase, cytoplasmic (LOC8085012), mRNA",XM_002445129.2,"putative aconitate hydratase, cytoplasmic (LOC8085012), mRNA",1,DOWN
99.51177376,-0.787046287,0.227811663,-3.45481121,0.000550678,0.014490431,"XM_002458213.2~Sobic.003G244700.1~pyruvate kinase isozyme G, chloroplastic (LOC8061808), mRNA",XM_002458213.2,"pyruvate kinase isozyme G, chloroplastic (LOC8061808), mRNA",1,DOWN
20.31853595,-1.995923285,0.586928622,-3.400623532,0.000672324,0.017200708,"XM_002437056.2~Sobic.010G158500.1~RING-H2 finger protein ATL39 (LOC8072666), mRNA",XM_002437056.2,"RING-H2 finger protein ATL39 (LOC8072666), mRNA",1,DOWN
405.4900054,-1.101785239,0.206560848,-5.333950025,9.61E-08,8.63E-06,"XM_021455245.1~Sobic.001G280200.1~serine carboxypeptidase-like 18 (LOC110433344), transcript variant X2, mRNA",XM_021455245.1,"serine carboxypeptidase-like 18 (LOC110433344), transcript variant X2, mRNA",1,DOWN
145.5476785,-0.626211122,0.196066167,-3.1938765,0.001403762,0.031244044,"XM_021464719.1~Sobic.007G118200.1~serine/arginine-rich splicing factor SR45a (LOC8073514), mRNA",XM_021464719.1,"serine/arginine-rich splicing factor SR45a (LOC8073514), mRNA",1,DOWN
28.32474506,-1.480897902,0.424504758,-3.488530753,0.000485683,0.013027915,"XM_002443409.2~Sobic.008G147000.1~serine/threonine-protein kinase SAPK9 (LOC8069711), mRNA",XM_002443409.2,"serine/threonine-protein kinase SAPK9 (LOC8069711), mRNA",1,DOWN
88.72977233,-0.855253189,0.236759689,-3.612326028,0.000303463,0.008808907,"XM_021452329.1~Sobic.002G313300.1~transcription factor GTE9 (LOC8080730), mRNA",XM_021452329.1,"transcription factor GTE9 (LOC8080730), mRNA",1,DOWN
28.83189137,-1.220238269,0.379116298,-3.218638381,0.001288008,0.029096715,"XM_002441818.2~Sobic.008G044000.1~transcription factor LHW (LOC8073468), transcript variant X1, mRNA",XM_002441818.2,"transcription factor LHW (LOC8073468), transcript variant X1, mRNA",1,DOWN
29.2435322,-2.304547063,0.581478693,-3.96325281,7.39E-05,0.002698074,"XM_002461829.2~Sobic.002G113300.1~transmembrane protein 97 (LOC8057321), mRNA",XM_002461829.2,"transmembrane protein 97 (LOC8057321), mRNA",1,DOWN
11.86921133,-3.166245409,0.973780618,-3.251497669,0.001147987,0.026584629,"XM_021464508.1~Sobic.007G194800.3~triacylglycerol lipase 2 (LOC8061884), transcript variant X2, mRNA",XM_021464508.1,"triacylglycerol lipase 2 (LOC8061884), transcript variant X2, mRNA",1,DOWN
1673.714098,-1.070228856,0.183811396,-5.82242929,5.80E-09,6.64E-07,"XM_021450694.1~~uncharacterized LOC110431586 (LOC110431586), mRNA",XM_021450694.1,"uncharacterized LOC110431586 (LOC110431586), mRNA",1,DOWN
34.27227858,-2.106047917,0.524368908,-4.016347814,5.91E-05,0.002210389,"XM_021457288.1~Sobic.003G138200.3~uncharacterized LOC110433978 (LOC110433978), transcript variant X5, mRNA",XM_021457288.1,"uncharacterized LOC110433978 (LOC110433978), transcript variant X5, mRNA",1,DOWN
154.8441622,-1.618868024,0.332035363,-4.87558919,1.08E-06,7.51E-05,"XM_021459334.1~Sobic.004G260000.2~uncharacterized LOC110434691 (LOC110434691), transcript variant X2, mRNA",XM_021459334.1,"uncharacterized LOC110434691 (LOC110434691), transcript variant X2, mRNA",1,DOWN
61.45448652,-1.103091871,0.281873371,-3.913430587,9.10E-05,0.003184402,"XM_021460331.1~Sobic.004G190700.3~uncharacterized LOC110435038 (LOC110435038), transcript variant X1, mRNA",XM_021460331.1,"uncharacterized LOC110435038 (LOC110435038), transcript variant X1, mRNA",1,DOWN
129.0173441,-1.595988779,0.29289922,-5.448934882,5.07E-08,4.70E-06,"XM_021456867.1~Sobic.003G356400.2~uncharacterized LOC8058909 (LOC8058909), transcript variant X1, mRNA",XM_021456867.1,"uncharacterized LOC8058909 (LOC8058909), transcript variant X1, mRNA",1,DOWN
248.1904782,-1.173387097,0.220938902,-5.31091215,1.09E-07,9.69E-06,"XM_002440175.2~Sobic.009G226300.2~uncharacterized LOC8063567 (LOC8063567), mRNA",XM_002440175.2,"uncharacterized LOC8063567 (LOC8063567), mRNA",1,DOWN
48.46460497,-1.02621537,0.316236517,-3.245088135,0.001174143,0.027096472,"XM_002459421.2~Sobic.002G061400.1~uncharacterized LOC8063632 (LOC8063632), transcript variant X1, mRNA",XM_002459421.2,"uncharacterized LOC8063632 (LOC8063632), transcript variant X1, mRNA",1,DOWN
116.3720699,-1.751485111,0.36606308,-4.784653807,1.71E-06,0.000110231,"XM_002437479.2~Sobic.010G248200.1~uncharacterized LOC8063818 (LOC8063818), transcript variant X1, mRNA",XM_002437479.2,"uncharacterized LOC8063818 (LOC8063818), transcript variant X1, mRNA",1,DOWN
146.9973991,-0.728564348,0.216327593,-3.367875251,0.000757499,0.018885146,"XM_021447221.1~Sobic.009G177800.1~uncharacterized LOC8064157 (LOC8064157), mRNA",XM_021447221.1,"uncharacterized LOC8064157 (LOC8064157), mRNA",1,DOWN
10.13701891,-2.312943886,0.743635311,-3.110320142,0.001868847,0.039579503,"XM_002463049.2~Sobic.002G356000.1~uncharacterized LOC8078968 (LOC8078968), mRNA",XM_002463049.2,"uncharacterized LOC8078968 (LOC8078968), mRNA",1,DOWN
34.49511807,-1.428893359,0.438523405,-3.258419829,0.001120345,0.026037531,"XM_021455746.1~Sobic.003G067800.3~universal stress protein PHOS34-like (LOC110433493), transcript variant X2, mRNA",XM_021455746.1,"universal stress protein PHOS34-like (LOC110433493), transcript variant X2, mRNA",1,DOWN
